Save_One_Soul_Animal_Rescue_League,46156141,RI121_46156141,20191002
Friends_of_Homeless_Animals_Inc_,46156012,RI76_46156012,20191002
Midnight_Run_Rescue,46155731,RI133_46155731,20191002
Pawswatch_Adoptable_Cats,46155493,RI19_46155493,20191002
Midnight_Run_Rescue,46155170,RI133_46155170,20191002
Save_One_Soul_Animal_Rescue_League,46154558,RI121_46154558,20191002
Save_One_Soul_Animal_Rescue_League,46154295,RI121_46154295,20191002
Friends_of_Homeless_Animals_Inc_,46153806,RI76_46153806,20191002
Friends_of_Homeless_Animals_Inc_,46153805,RI76_46153805,20191002
Friends_of_Homeless_Animals_Inc_,46153804,RI76_46153804,20191002
Warren_Animal_Hospital,46153510,RI78_46153510,20191002
East_Greenwich_Animal_Protection_League,46153506,RI08_46153506,20191002
East_Greenwich_Animal_Protection_League,46153499,RI08_46153499,20191002
East_Greenwich_Animal_Protection_League,46153449,RI08_46153449,20191002
East_Greenwich_Animal_Protection_League,46153419,RI08_46153419,20191002
East_Greenwich_Animal_Protection_League,46153412,RI08_46153412,20191002
Friends_of_Homeless_Animals_Inc_,46152474,RI76_46152474,20191002
Potter_League_for_Animals,46151649,RI04_46151649,20191001
Potter_League_for_Animals,46151647,RI04_46151647,20191001
Potter_League_for_Animals,46151648,RI04_46151648,20191001
Potter_League_for_Animals,46151650,RI04_46151650,20191001
Save_One_Soul_Animal_Rescue_League,46150000,RI121_46150000,20191001
Pet_Refuge,46149955,RI23_46149955,20191001
Pet_Refuge,46149942,RI23_46149942,20191001
Scituate_Animal_Shelter,46149442,RI20_46149442,20191001
Scituate_Animal_Shelter,46149427,RI20_46149427,20191001
Scituate_Animal_Shelter,46149414,RI20_46149414,20191001
Scituate_Animal_Shelter,46149356,RI20_46149356,20191001
Friends_of_Homeless_Animals_Inc_,46148292,RI76_46148292,20191001
Small_Dog_Rescue_of_New_England_Inc,46148123,RI135_46148123,20191001
Small_Dog_Rescue_of_New_England_Inc,46147926,RI135_46147926,20191001
Small_Dog_Rescue_of_New_England_Inc,46147925,RI135_46147925,20191001
Small_Dog_Rescue_of_New_England_Inc,46147655,RI135_46147655,20191001
Small_Dog_Rescue_of_New_England_Inc,46147653,RI135_46147653,20191001
Small_Dog_Rescue_of_New_England_Inc,46147654,RI135_46147654,20191001
Friends_of_Homeless_Animals_Inc_,46143973,RI76_46143973,20191001
Friends_of_Homeless_Animals_Inc_,46143379,RI76_46143379,20191001
Small_Dog_Rescue_of_New_England_Inc,46142893,RI135_46142893,20191001
Small_Dog_Rescue_of_New_England_Inc,46142648,RI135_46142648,20191001
PAWS_New_England,46141823,RI77_46141823,20191001
Potter_League_for_Animals,46141011,RI04_46141011,20190930
Potter_League_for_Animals,46141012,RI04_46141012,20190930
Potter_League_for_Animals,46141009,RI04_46141009,20190930
Small_Dog_Rescue_of_New_England_Inc,46140517,RI135_46140517,20190930
Small_Dog_Rescue_of_New_England_Inc,46140516,RI135_46140516,20190930
Small_Dog_Rescue_of_New_England_Inc,46140448,RI135_46140448,20190930
Friends_of_Central_Falls_Animals,46140048,RI64_46140048,20190930
Friends_of_Homeless_Animals_Inc_,46138554,RI76_46138554,20190930
Friends_of_Homeless_Animals_Inc_,46138555,RI76_46138555,20190930
Friends_of_Homeless_Animals_Inc_,46138507,RI76_46138507,20190930
Friends_of_Homeless_Animals_Inc_,46138506,RI76_46138506,20190930
Save_One_Soul_Animal_Rescue_League,46133938,RI121_46133938,20190930
Midnight_Run_Rescue,46133820,RI133_46133820,20190930
Small_Dog_Rescue_of_New_England_Inc,46133838,RI135_46133838,20190930
Midnight_Run_Rescue,46133766,RI133_46133766,20190930
Almost_Home_Rescue_Inc_,46133171,RI84_46133171,20190930
Midnight_Run_Rescue,46133692,RI133_46133692,20190930
Midnight_Run_Rescue,46133639,RI133_46133639,20190930
Midnight_Run_Rescue,46133567,RI133_46133567,20190930
Northwest_Animal_Protection_League,46133550,RI104_46133550,20190930
Midnight_Run_Rescue,46133381,RI133_46133381,20190930
Small_Dog_Rescue_of_New_England_Inc,46133309,RI135_46133309,20190930
Almost_Home_Rescue_Inc_,46133050,RI84_46133050,20190930
Friends_of_Homeless_Animals_Inc_,46132678,RI76_46132678,20190930
PAWS_New_England,46132374,RI77_46132374,20190930
PAWS_New_England,46132373,RI77_46132373,20190930
Potter_League_for_Animals,46132009,RI04_46132009,20190929
Friends_of_Homeless_Animals_Inc_,46130541,RI76_46130541,20190929
New_England_Humane_Society,46130339,RI113_46130339,20190929
Small_Dog_Rescue_of_New_England_Inc,46130324,RI135_46130324,20190929
New_England_Humane_Society,46130268,RI113_46130268,20190929
Friends_of_Homeless_Animals_Inc_,46130198,RI76_46130198,20190929
New_England_Humane_Society,46129919,RI113_46129919,20190929
Save_One_Soul_Animal_Rescue_League,46129555,RI121_46129555,20190929
Save_One_Soul_Animal_Rescue_League,46129456,RI121_46129456,20190929
Save_One_Soul_Animal_Rescue_League,46129454,RI121_46129454,20190929
Save_One_Soul_Animal_Rescue_League,46129455,RI121_46129455,20190929
Save_One_Soul_Animal_Rescue_League,46128117,RI121_46128117,20190929
Save_One_Soul_Animal_Rescue_League,46127970,RI121_46127970,20190929
Friends_of_Homeless_Animals_Inc_,46127024,RI76_46127024,20190929
Save_One_Soul_Animal_Rescue_League,46126939,RI121_46126939,20190929
Save_One_Soul_Animal_Rescue_League,46126935,RI121_46126935,20190929
Save_One_Soul_Animal_Rescue_League,46126937,RI121_46126937,20190929
Save_One_Soul_Animal_Rescue_League,46126936,RI121_46126936,20190929
Save_One_Soul_Animal_Rescue_League,46126938,RI121_46126938,20190929
Save_One_Soul_Animal_Rescue_League,46126888,RI121_46126888,20190929
Save_One_Soul_Animal_Rescue_League,46126886,RI121_46126886,20190929
Save_One_Soul_Animal_Rescue_League,46126885,RI121_46126885,20190929
Save_One_Soul_Animal_Rescue_League,46126887,RI121_46126887,20190929
Save_One_Soul_Animal_Rescue_League,46126883,RI121_46126883,20190929
Save_One_Soul_Animal_Rescue_League,46126884,RI121_46126884,20190929
Save_One_Soul_Animal_Rescue_League,46126836,RI121_46126836,20190929
Small_Dog_Rescue_of_New_England_Inc,46126520,RI135_46126520,20190929
Friends_of_Homeless_Animals_Inc_,46126066,RI76_46126066,20190929
Friends_of_Homeless_Animals_Inc_,46126061,RI76_46126061,20190929
Friends_of_Homeless_Animals_Inc_,46126064,RI76_46126064,20190929
Friends_of_Homeless_Animals_Inc_,46126062,RI76_46126062,20190929
Friends_of_Homeless_Animals_Inc_,46126065,RI76_46126065,20190929
Friends_of_Homeless_Animals_Inc_,46126063,RI76_46126063,20190929
Friends_of_Homeless_Animals_Inc_,46126067,RI76_46126067,20190929
Friends_of_Homeless_Animals_Inc_,46126060,RI76_46126060,20190929
Friends_of_Homeless_Animals_Inc_,46126059,RI76_46126059,20190929
Small_Dog_Rescue_of_New_England_Inc,46124463,RI135_46124463,20190928
Save_One_Soul_Animal_Rescue_League,46124410,RI121_46124410,20190928
Save_One_Soul_Animal_Rescue_League,46124368,RI121_46124368,20190928
Save_One_Soul_Animal_Rescue_League,46124367,RI121_46124367,20190928
Save_One_Soul_Animal_Rescue_League,46124263,RI121_46124263,20190928
Save_One_Soul_Animal_Rescue_League,46124219,RI121_46124219,20190928
Friends_of_Homeless_Animals_Inc_,46122640,RI76_46122640,20190928
Friends_of_Homeless_Animals_Inc_,46122641,RI76_46122641,20190928
Providence_Animal_Control,46121445,RI79_46121445,20190928
Providence_Animal_Control,46121420,RI79_46121420,20190928
Providence_Animal_Control,46121255,RI79_46121255,20190928
Save_One_Soul_Animal_Rescue_League,46119831,RI121_46119831,20190928
Ten_Lives_Cat_Rescue,46117515,RI134_46117515,20190928
Potter_League_for_Animals,46116986,RI04_46116986,20190927
Potter_League_for_Animals,46116980,RI04_46116980,20190927
Potter_League_for_Animals,46116983,RI04_46116983,20190927
Small_Dog_Rescue_of_New_England_Inc,46113491,RI135_46113491,20190927
Small_Dog_Rescue_of_New_England_Inc,46113283,RI135_46113283,20190927
Friends_of_Homeless_Animals_Inc_,46109996,RI76_46109996,20190927
Small_Dog_Rescue_of_New_England_Inc,46109595,RI135_46109595,20190927
Save_One_Soul_Animal_Rescue_League,46109421,RI121_46109421,20190927
Friends_of_Homeless_Animals_Inc_,46109372,RI76_46109372,20190927
Friends_of_Homeless_Animals_Inc_,46109375,RI76_46109375,20190927
Friends_of_Homeless_Animals_Inc_,46109376,RI76_46109376,20190927
Friends_of_Homeless_Animals_Inc_,46109374,RI76_46109374,20190927
Friends_of_Homeless_Animals_Inc_,46109379,RI76_46109379,20190927
Friends_of_Homeless_Animals_Inc_,46109371,RI76_46109371,20190927
Friends_of_Homeless_Animals_Inc_,46109378,RI76_46109378,20190927
Friends_of_Homeless_Animals_Inc_,46109373,RI76_46109373,20190927
Friends_of_Homeless_Animals_Inc_,46109370,RI76_46109370,20190927
Friends_of_Homeless_Animals_Inc_,46109377,RI76_46109377,20190927
Almost_Home_Rescue_Inc_,46109329,RI84_46109329,20190927
Friends_of_Homeless_Animals_Inc_,46109294,RI76_46109294,20190927
Friends_of_Homeless_Animals_Inc_,46109295,RI76_46109295,20190927
Almost_Home_Rescue_Inc_,46107747,RI84_46107747,20190927
Ten_Lives_Cat_Rescue,46106945,RI134_46106945,20190927
Small_Dog_Rescue_of_New_England_Inc,46105405,RI135_46105405,20190926
Small_Dog_Rescue_of_New_England_Inc,46105404,RI135_46105404,20190926
Small_Dog_Rescue_of_New_England_Inc,46105403,RI135_46105403,20190926
East_Greenwich_Animal_Protection_League,46105370,RI08_46105370,20190928
East_Greenwich_Animal_Protection_League,46105334,RI08_46105334,20190926
Small_Dog_Rescue_of_New_England_Inc,46105294,RI135_46105294,20190926
